label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
knife,161,293,17,43,23_jpg.rf.981a8003afae8ff3eb3415cfd6488159.jpg,416,416
knife,191,27,83,364,23_jpg.rf.9bd5456710ea8f5b1a54e6ab242256c7.jpg,416,416
knife,146,190,94,181,23_jpg.rf.9e934214e2bc53392a2dd6513a47c0df.jpg,416,416
knife,132,344,94,61,23_jpg.rf.a4ee3494a018cb1c3ca1d37764b09a91.jpg,416,416
knife,199,312,18,23,23_jpg.rf.cf07e0a4dce523fc49df2afa54f6e42d.jpg,416,416
knife,160,107,154,84,240_jpg.rf.7b822917252b0a6a5f734b36a92093f4.jpg,416,416
knife,208,275,28,83,241_jpg.rf.b47172e6d2b3f37660cc780c7799709a.jpg,416,416
knife,156,101,147,105,242_jpg.rf.cd764497f17ead81d21e35b80e4ba3bb.jpg,416,416
knife,254,61,40,247,243_jpg.rf.0b17d002aca3e8d049f4924d8701e192.jpg,416,416
knife,181,309,29,75,243_jpg.rf.86b25e1dbb933916ee6c2e9c238fd417.jpg,416,416
knife,154,294,27,79,244_jpg.rf.c4ddf1325e4800719dbbc4b2ea76edd0.jpg,416,416
knife,236,80,55,229,245_jpg.rf.0f85731420a167b6c029f968895fee98.jpg,416,416
knife,151,291,32,74,246_jpg.rf.b4e83b089ccafb58d28fac1f75f041e7.jpg,416,416
knife,238,84,54,256,247_jpg.rf.37cdf88fa446ffac5d39e37fb2079884.jpg,416,416
knife,147,288,29,79,247_jpg.rf.f8ca7bec6caf6fba91fd985ec0c20de7.jpg,416,416
knife,216,54,66,252,248_jpg.rf.2612d3c59c2b5efa715af74532136f28.jpg,416,416
knife,144,286,34,81,248_jpg.rf.314e3411c44d8b571c999e3fc30876c7.jpg,416,416
knife,211,64,67,249,249_jpg.rf.0ca334ee6349206f799b8304baf838a0.jpg,416,416
knife,159,281,40,75,249_jpg.rf.b5a41550e5a6b6665db3799d0771d668.jpg,416,416
knife,122,186,128,224,24_jpg.rf.0b17b1bbe12958436235420d2eb7a9f8.jpg,416,416
knife,149,281,18,40,24_jpg.rf.1ebae2911ba9cccca48522375d26f8cc.jpg,416,416
knife,211,395,43,20,24_jpg.rf.266aabad65ae5ccdc81bc9ee60922e3f.jpg,416,416
knife,10,253,45,46,24_jpg.rf.6b33ecb53c2de0d386b1f29c260edeb2.jpg,416,416
knife,197,307,21,21,24_jpg.rf.7c57bd3ed868e014b70420de66c4bb33.jpg,416,416
knife,191,22,81,376,24_jpg.rf.ddc7b289ce4b93414382f0d1a6673f71.jpg,416,416
knife,176,296,32,54,250_jpg.rf.1381e8c0066b6fc718eee7ce0fab8fa6.jpg,416,416
knife,214,68,66,260,250_jpg.rf.1ef81f320d10a2b1ae767c31a0d5b953.jpg,416,416
knife,220,55,49,287,251_jpg.rf.39e2de32c0cc210906fe91d644f7c12f.jpg,416,416
knife,177,303,29,57,251_jpg.rf.7f1dea4291d25d97822cf5d8a58c9757.jpg,416,416
knife,230,49,38,283,252_jpg.rf.66a7bca610f2338be9a5908c81cd47b9.jpg,416,416
knife,179,302,19,66,252_jpg.rf.a69a208519902078b43aba39b82e2f3c.jpg,416,416
knife,92,186,176,78,252_jpg.rf.e51f4dde46220920f32ca96e45e01c4c.jpg,416,416
knife,119,193,168,81,253_jpg.rf.0e7d199c275dd8e56f0c93a9fd82d233.jpg,416,416
knife,179,294,37,53,253_jpg.rf.fdb23c97e4daba44ec25e1bae721d73d.jpg,416,416
knife,219,53,66,271,254_jpg.rf.1623582d9dbe575ceaba27a3bcc4b829.jpg,416,416
knife,183,292,27,67,254_jpg.rf.39d54110eb990944408710c961b4ef3e.jpg,416,416
knife,120,186,155,89,254_jpg.rf.d7a4ecfd6e5e648c13ca49b34cd94ff4.jpg,416,416
knife,225,37,49,266,255_jpg.rf.33a7bc2a740d2eab3b9414548ea68f95.jpg,416,416
knife,110,187,184,73,255_jpg.rf.96543c04cdf0af3600f610b770b82679.jpg,416,416
knife,208,52,62,262,256_jpg.rf.41b1fc6d64b3c1bc9bd860497de98f3e.jpg,416,416
knife,119,186,170,72,256_jpg.rf.838a51a45435df7e1de11e7b89566054.jpg,416,416
knife,108,171,184,85,257_jpg.rf.2679e42eeb63d1b8dd3b64025efbce3e.jpg,416,416
knife,144,109,133,66,257_jpg.rf.2e3118df8bc4b8ef26be6446e0071f39.jpg,416,416
knife,201,310,25,74,257_jpg.rf.a1e99294b05c0c6819418605fa5932c7.jpg,416,416
knife,196,296,29,87,258_jpg.rf.832ea95f591b0a6b3c7475122eb03c9c.jpg,416,416
knife,220,37,39,182,259_jpg.rf.0b9e74c0f1584997197e98bd89ef986b.jpg,416,416
knife,191,303,33,74,259_jpg.rf.7056b9d4afe2da2243ee19ef81e7e31d.jpg,416,416
knife,199,316,23,21,25_jpg.rf.017fc0e5c8e2110c47cf83b34dc3143b.jpg,416,416
knife,147,286,19,41,25_jpg.rf.4fb2f2bbc6696f0115d7fde653beeb47.jpg,416,416
knife,212,372,42,39,25_jpg.rf.ca4139b8414d0171893f52f2c23cf5f3.jpg,416,416
knife,188,13,84,389,25_jpg.rf.f97760fed10ff627b4599c05cff84e67.jpg,416,416
knife,195,306,28,74,260_jpg.rf.224d14e7a96d46954ec240da6260ec58.jpg,416,416
knife,107,168,205,69,260_jpg.rf.a21a4236d84b1f27b6da5155fb6ea777.jpg,416,416
knife,122,163,217,68,261_jpg.rf.195278d73601c9d5d241bda66f2d4c24.jpg,416,416
knife,217,15,64,199,261_jpg.rf.922ae2e62507a31bcfb13cb4b68be329.jpg,416,416
knife,119,142,246,90,262_jpg.rf.291e3ae31b227423a0a7f7d078f23e35.jpg,416,416
knife,116,106,256,108,263_jpg.rf.e155af84f56e686ba29bb417a1ae2019.jpg,416,416
knife,108,129,261,69,264_jpg.rf.d9eae981537cab96e911ed5b33117624.jpg,416,416
knife,187,21,101,213,265_jpg.rf.8d7e885512bece0392befa16504bd0be.jpg,416,416
knife,96,138,263,69,265_jpg.rf.ee5af4526e636b5af48345c51e7d2252.jpg,416,416
knife,184,311,21,79,265_jpg.rf.f6df01dc5331005a8a3c28d06d8a06b8.jpg,416,416
knife,169,19,121,228,266_jpg.rf.d1224d2fe2e7a928dd4df7564f230dcc.jpg,416,416
knife,179,333,16,66,266_jpg.rf.f0f782b133f120da4fab12c551d1db25.jpg,416,416
knife,104,161,216,62,267_jpg.rf.738a85162969f6f3dcf3d43502ef56f7.jpg,416,416
knife,176,332,18,70,267_jpg.rf.df4d1f106fc8a83b94f62cd88f4138f0.jpg,416,416
knife,105,159,192,62,268_jpg.rf.8e2cde5a7a6e8caa612ef43a76213f45.jpg,416,416
knife,118,167,164,67,269_jpg.rf.affe87d9beb8104ca53dc169b5dbd85d.jpg,416,416
knife,140,66,160,142,269_jpg.rf.b09228d075c053f5974e4dc1b4c292d7.jpg,416,416
knife,198,315,26,21,26_jpg.rf.0f8ff171b7957f06c8c7f56267ffcf91.jpg,416,416
knife,139,180,114,175,26_jpg.rf.297347ffa74a9c3fa26aff740baa4c0c.jpg,416,416
knife,199,315,37,28,26_jpg.rf.2999c90b97deaeb6dd8feff8e975fb95.jpg,416,416
knife,207,370,52,29,26_jpg.rf.5aa8d32baed4423548f0ab97d171283e.jpg,416,416
knife,155,277,20,55,26_jpg.rf.b398bd2758c1cf47fd26cdb4d3048e30.jpg,416,416
knife,34,18,69,176,26_jpg.rf.de07b3a71389e176246afb27f55aadf9.jpg,416,416
knife,177,325,21,74,270_jpg.rf.997a437be24ac28dec9d9c082f078378.jpg,416,416
knife,88,153,193,90,270_jpg.rf.c6a6d982163aac305d0d42077bfd6bf8.jpg,416,416
knife,138,65,152,112,270_jpg.rf.df830e9b8ea6c6cd9d890b6a88061cd3.jpg,416,416
knife,79,255,83,72,270_jpg.rf.edec4fb581e02b9ee4b633d1f0b1d38b.jpg,416,416
knife,118,168,129,109,271_jpg.rf.dd75594f8329e7775ae6dbcbfb6016d7.jpg,416,416
knife,153,84,144,109,272_jpg.rf.4e9342bf43ede20306501e6d018e5e80.jpg,416,416
knife,76,286,85,59,272_jpg.rf.929cd9b40111d04ac887d81b38e2dd4b.jpg,416,416
knife,157,99,147,59,273_jpg.rf.db8bc77eed50c9a365f5698e64a6fe98.jpg,416,416
knife,60,195,128,99,274_jpg.rf.34fddd8c7405fcc09887f8513afa100d.jpg,416,416
knife,178,44,108,137,274_jpg.rf.9b24d88c37b1af529feca1b352d76e10.jpg,416,416
knife,81,303,82,57,274_jpg.rf.df507fcaffbd1f73cbaa8bdd4bd3e676.jpg,416,416
knife,161,72,138,117,275_jpg.rf.ebb2b7ce11d09de9136743ba35b3a99b.jpg,416,416
knife,149,128,151,39,276_jpg.rf.300eb4c23a5a45a0f5ef504dfacc6652.jpg,416,416
knife,154,91,135,136,277_jpg.rf.74bc48848d4d9ecb9726ef5395f67e1b.jpg,416,416
knife,222,88,69,209,278_jpg.rf.64fbef7f216c372344ed978c9bff3d56.jpg,416,416
knife,117,157,160,122,278_jpg.rf.9e25c4856e162e8a10a03b294469b974.jpg,416,416
knife,115,167,159,109,279_jpg.rf.0c8f61970fc3ad921523804620d2c125.jpg,416,416
knife,216,87,90,193,279_jpg.rf.bb22f6032fbd1fb69724811cd32cffd8.jpg,416,416
knife,209,350,51,37,27_jpg.rf.22207f9fb761490115c7d82fdc003dc0.jpg,416,416
knife,170,292,17,43,27_jpg.rf.54a03ca7c128d0cebf9aa4332d9f6151.jpg,416,416
knife,182,23,75,392,27_jpg.rf.bcd32499077406e3d839dbb0790b0176.jpg,416,416
knife,128,206,122,181,27_jpg.rf.c341bff35053f883fc4177949bb25928.jpg,416,416
knife,117,166,159,112,280_jpg.rf.a01bf51b3a36d93c4afccd953eab7a64.jpg,416,416
knife,117,162,164,117,281_jpg.rf.90ff8367874befa1fde7d4b288cbf836.jpg,416,416
knife,117,163,156,117,282_jpg.rf.45987fa16895bb8208bf85fe04ace72f.jpg,416,416
knife,256,5,34,280,282_jpg.rf.e6a3bcfd120283453d92fa37c59e7946.jpg,416,416
knife,128,149,138,130,283_jpg.rf.c486ab7c2d948e3aee0085be8f521589.jpg,416,416
knife,136,154,124,128,284_jpg.rf.583056d6e8c179aa5e28b5471d73d9c6.jpg,416,416
knife,204,100,77,186,286_jpg.rf.915ad3e49857178b7980b8401bcd19c2.jpg,416,416
knife,195,127,138,70,287_jpg.rf.44c8c6cc28d7e5d2029e90bac5c2ab47.jpg,416,416
knife,129,145,152,134,287_jpg.rf.c57a88b3ba8815dd3c161116c410b1ac.jpg,416,416
knife,216,83,129,58,288_jpg.rf.b90f336fe22a767d07e326d56df2b138.jpg,416,416
knife,132,160,152,105,289_jpg.rf.9fdd622977e9477598ed22ee9285c5c8.jpg,416,416
knife,177,57,167,82,289_jpg.rf.ccdfa7976cca4c89c813712bf2908d2c.jpg,416,416
knife,243,174,75,241,28_jpg.rf.3c8c43cce729145c36fdb368f9c304f6.jpg,416,416
knife,188,356,8,37,28_jpg.rf.5ea223a402d73a0d2cbe13a6f484611f.jpg,416,416
knife,169,294,17,40,28_jpg.rf.6b764a40635b6998b5c8db3374f1b5df.jpg,416,416
knife,126,204,137,166,28_jpg.rf.729fe3b3589a8cb9436d4bcdbd5dd18d.jpg,416,416
knife,220,355,46,32,28_jpg.rf.8c8bfd8ecca98aa47178f7934aecfccd.jpg,416,416
knife,187,14,73,391,28_jpg.rf.a783ad29eb8b7ca7478d07d91946175a.jpg,416,416
knife,263,362,61,21,28_jpg.rf.c0a4b813c9a56eaa26675d118844b6c7.jpg,416,416
knife,204,61,148,90,290_jpg.rf.b1d11e8d6cbaf951c1a5515ca274c899.jpg,416,416
knife,211,84,133,81,291_jpg.rf.0ce2974c4724dbf93d3a50109844aa49.jpg,416,416
knife,140,151,144,108,291_jpg.rf.73004f72d4f4865295e0bc9a27cfd3f6.jpg,416,416
knife,140,158,142,106,292_jpg.rf.00357047ee75ca8db9be2d335aca5487.jpg,416,416
knife,214,57,119,142,293_jpg.rf.6e6256cc0d6911a3cbe77e9bba0dc40f.jpg,416,416
knife,196,21,146,175,294_jpg.rf.77c7fe3ed1add8ac5f6846797ff5a0b2.jpg,416,416
knife,134,151,144,111,295_jpg.rf.9744c5181bb3b55d335254e96b3cdb5f.jpg,416,416
knife,136,144,177,119,296_jpg.rf.da80e37201a4c7f7de18dcd513578bd4.jpg,416,416
knife,131,152,149,112,297_jpg.rf.6a503dc69a6c56af3ce064fbc8ba7ca7.jpg,416,416
knife,140,155,149,108,298_jpg.rf.083d9193dda71a44ad21c6ba7e60515d.jpg,416,416
knife,197,33,111,184,299_jpg.rf.bedada95252fc34af64ec2b31b51ea77.jpg,416,416
knife,185,8,72,401,29_jpg.rf.502fbf38938bb201dac39524df81acac.jpg,416,416
knife,169,300,17,37,29_jpg.rf.57128b2b73d019c5b00ab0d6efb0f52b.jpg,416,416
knife,176,134,59,127,2_jpg.rf.fe909d61b4aebc5aaff469c0460815df.jpg,416,416
knife,130,150,161,112,300_jpg.rf.528f7c4ed95a43fb415b7816f2f42b42.jpg,416,416
knife,134,139,160,124,302_jpg.rf.0a2edee85ccee456067ce69ee912b034.jpg,416,416
knife,227,112,75,137,302_jpg.rf.56132f9de97ca585c62e184272a390a9.jpg,416,416
knife,129,139,192,127,303_jpg.rf.4b0f37dc7ce1af71d05801e0c72abeb1.jpg,416,416
knife,122,143,200,123,304_jpg.rf.17a005dd83d2c50ce3afaad1c2a3c8ca.jpg,416,416
knife,228,61,90,137,306_jpg.rf.252ec88f9842f81b8542fd5517666e1c.jpg,416,416
knife,214,41,121,152,307_jpg.rf.1ff2427bc720a742523e17048abea9ce.jpg,416,416
knife,186,46,169,125,308_jpg.rf.c8acc3ce477c1618725fc77e1157901b.jpg,416,416
knife,188,10,151,70,309_jpg.rf.824cf105d123fed3540a1cc724be29a0.jpg,416,416
knife,181,353,14,28,30_jpg.rf.0026c13480e2110bdf2222e3b8e91768.jpg,416,416
knife,190,341,24,48,30_jpg.rf.3ddbf451bef794035e3d0c06127a25bf.jpg,416,416
knife,183,17,82,385,30_jpg.rf.80dbddf02a66b35d2b9c3e8fb92bdb37.jpg,416,416
knife,169,288,16,46,30_jpg.rf.de848f56a7a0b15c913d7ec112e26206.jpg,416,416
knife,272,1,47,231,312_jpg.rf.4c9a99143be720f779a973cf10acc1d6.jpg,416,416
knife,251,2,55,210,313_jpg.rf.cd69d36373a35e7de583b8083dc8c0b3.jpg,416,416
knife,215,2,71,361,315_jpg.rf.41ab3ca7647739fa8b9f15fa30016e9d.jpg,416,416
knife,219,0,58,326,316_jpg.rf.5dd551dc1460660ef66d19b9081cc661.jpg,416,416
knife,186,8,178,111,317_jpg.rf.5307b64f7cb91817212f887f0edb6249.jpg,416,416
knife,220,41,128,127,318_jpg.rf.6c0c2260115cad101bd5773cc210c4b1.jpg,416,416
knife,204,42,151,141,319_jpg.rf.4895dd37143db59377267a66831c31fc.jpg,416,416
knife,186,351,31,48,31_jpg.rf.17b505cd3d8e7f2132a0836aedfb9806.jpg,416,416
knife,207,280,21,75,31_jpg.rf.3b3f5515e72367157943455a9db013e0.jpg,416,416
knife,118,260,146,124,31_jpg.rf.6dabaedde6cd94fb439df9417de711f9.jpg,416,416
knife,183,357,10,28,31_jpg.rf.6f54127e1dc4f558dcca9ece274daf05.jpg,416,416
knife,113,279,36,38,31_jpg.rf.7a6fd1aa4adb149f8f89abcda2b8aa6d.jpg,416,416
knife,158,284,27,54,31_jpg.rf.d96603232038d8f6e656f40c18b4eda4.jpg,416,416
knife,178,18,86,395,31_jpg.rf.f7c7488318f621f4ccf7be13cc12fd56.jpg,416,416
knife,211,0,68,327,320_jpg.rf.03c557661ccd45aa933d698d6287db51.jpg,416,416
knife,173,38,198,160,320_jpg.rf.4f96d9ed73fc42c1f047e6d15c2e2e5c.jpg,416,416
knife,193,138,153,71,321_jpg.rf.18b1d56a75affa026a38da68fe1676bb.jpg,416,416
knife,211,0,61,353,322_jpg.rf.63fb9adefbc7fec86d25602578e0cff7.jpg,416,416
knife,218,2,59,346,324_jpg.rf.27db7ff1a963de27f9a7458acc4c796e.jpg,416,416
knife,188,127,131,106,325_jpg.rf.a2a7d33e1fe4a05ff56f67fbcf83cc30.jpg,416,416
knife,191,96,137,140,326_jpg.rf.6c6ac1ea0957c1e7239a413cd95fe182.jpg,416,416
knife,209,0,70,339,326_jpg.rf.862617495b261e92c06de3e0d9d10880.jpg,416,416
knife,192,87,155,149,327_jpg.rf.3f071a927d358ee91bb4075cc2aacabc.jpg,416,416
knife,248,143,22,79,3288_jpg.rf.cf22bd5a272ce72f7898194efd19cd42.jpg,416,416
knife,247,142,14,65,3289_jpg.rf.01462df0ccddb1a3ed028d6cca7ec759.jpg,416,416
knife,190,83,165,142,328_jpg.rf.8c7f05de62c317f65120b79565e238da.jpg,416,416
knife,246,144,16,61,3290_jpg.rf.2d0f4c4db052ce8933f888cddf9a873a.jpg,416,416
knife,247,145,16,64,3291_jpg.rf.fc07aca994fd37cfd68579c7547389bf.jpg,416,416
knife,247,136,18,74,3292_jpg.rf.814374bd53cfe7827f9eaf4a7b783fa2.jpg,416,416
knife,196,288,25,68,32_jpg.rf.1608fbd5af63f5a0e31c10fcf3e0624f.jpg,416,416
knife,163,281,20,52,32_jpg.rf.72e5325cc53b7468a1b6b20e4b2a4970.jpg,416,416
knife,185,15,79,393,32_jpg.rf.b6617e8a0c42668c28aa62ef68db56dd.jpg,416,416
knife,239,83,29,148,3306_jpg.rf.bc1ede7e011cd43c151f2bca09d48cd5.jpg,416,416
knife,240,85,34,133,3307_jpg.rf.1bb82ca1bdb330dfd4fce2de3e152504.jpg,416,416
knife,246,82,25,135,3308_jpg.rf.8ce82fca335d0d7f4ffd99ea239b8c14.jpg,416,416
knife,195,85,168,129,330_jpg.rf.18ea26c6a1cf6fcdaa041809f50fc9dc.jpg,416,416
knife,247,161,27,64,3310_jpg.rf.165cc9c34e9923417ebb9b926dbf28a2.jpg,416,416
knife,245,164,29,61,3311_jpg.rf.d69cb0e25147a3a602f5616b28401607.jpg,416,416
knife,201,103,143,148,331_jpg.rf.331d36844b586a47edf00964c5b65892.jpg,416,416
knife,211,80,140,162,332_jpg.rf.874812efea53888789793ead925080b7.jpg,416,416
knife,211,99,155,145,333_jpg.rf.e22adfe23a4907436bb33277eb768525.jpg,416,416
knife,245,5,69,340,334_jpg.rf.38ced98dec9af61493d3f78c10efde49.jpg,416,416
knife,210,96,153,112,334_jpg.rf.f09d837b94b5690239c8a887fedb20d4.jpg,416,416
knife,260,8,58,312,337_jpg.rf.554554297e0444ad39b7814f97f43337.jpg,416,416
knife,250,1,62,321,339_jpg.rf.d919f13afd89f30893e50830f5eb7bad.jpg,416,416
knife,196,279,23,78,33_jpg.rf.16158c1de74bddc3aaf7d12a2a0e244e.jpg,416,416
knife,131,27,153,333,33_jpg.rf.3685a1aa3308e83172f8683e68d200e5.jpg,416,416
knife,184,352,14,27,33_jpg.rf.42e0f8458819f75b605f2d6b21771191.jpg,416,416
knife,186,346,23,56,33_jpg.rf.47acb217fb8c4edf6a46ba3369baef0c.jpg,416,416
knife,41,65,314,314,33_jpg.rf.8bd6827f5a25ccaa7968a9596358c079.jpg,416,416
knife,164,290,19,45,33_jpg.rf.ce0131b25ddcb72913877deb46a89118.jpg,416,416
knife,229,47,43,209,3405_jpg.rf.06d49b2ae144e4c63445629174495c2b.jpg,416,416
knife,231,59,44,198,3406_jpg.rf.d1215f10fb8c172f02e796ada8cc0881.jpg,416,416
knife,230,49,42,210,3407_jpg.rf.287df74b5e1d3d15018436feb8364f70.jpg,416,416
knife,264,0,51,294,340_jpg.rf.47a471f0e4039d9b7852be30cecddfab.jpg,416,416
knife,232,50,43,203,3410_jpg.rf.030eb907707cd88102ca0a5ef0472f97.jpg,416,416
knife,248,51,31,211,3413_jpg.rf.1a48d2ad9d775677f7372b73f313c710.jpg,416,416
knife,255,35,36,246,3418_jpg.rf.c4bc4687384eacf132e8e5dc63c8adee.jpg,416,416
knife,261,2,53,337,342_jpg.rf.be4a6eb1628df4b92631493a9f1eb27e.jpg,416,416
knife,246,2,64,304,344_jpg.rf.4b8194b6c07b230ad85de18652e8609a.jpg,416,416
knife,111,173,131,132,346_jpg.rf.8975842f97b749a943831d5bb483c75f.jpg,416,416
knife,92,184,100,131,347_jpg.rf.8737947af3069b3b0b506beb53e558a0.jpg,416,416
knife,78,173,100,148,348_jpg.rf.e3bc70c30a08bc90f71a69509bb4b9ca.jpg,416,416
knife,111,318,27,18,34_jpg.rf.39de0997abea16b9cfcbd51ec1c031ba.jpg,416,416
knife,113,275,138,140,34_jpg.rf.604547375c27b5a54432a0acfc286bc5.jpg,416,416
knife,130,10,150,337,34_jpg.rf.728a837ee31a4e409034ff4b421b1a7d.jpg,416,416
knife,247,43,47,245,34_jpg.rf.7a2bb6e014b2cdd2343d969e51464d6b.jpg,416,416
knife,164,289,20,49,34_jpg.rf.8ac2b76573ecbcd00a0a2018be158c08.jpg,416,416
knife,185,345,19,50,34_jpg.rf.c3a82428e65df943f7c865e27b57376d.jpg,416,416
knife,40,179,116,160,350_jpg.rf.ccf08a90a0a1d6efbbdd928ab68c9e35.jpg,416,416
knife,13,180,125,128,351_jpg.rf.91b571746d1921171f058885c834864a.jpg,416,416
knife,0,185,147,121,352_jpg.rf.227ac9c21ff547cd35292ef30713281e.jpg,416,416
knife,0,174,133,128,354_jpg.rf.e9170ec41cc86f14b0875dbf23dcaccf.jpg,416,416
knife,275,54,58,298,354_jpg.rf.f4e6411fa5c73aa263496ae2fe8f6d37.jpg,416,416
knife,258,16,47,317,357_jpg.rf.f79c5df58f0f8fafa3f3ad3a35b5ee16.jpg,416,416
knife,258,12,36,328,359_jpg.rf.28e6d4d9b23e8c07d05881f0bfe91b27.jpg,416,416
knife,192,271,37,86,35_jpg.rf.1bb1edc5724d24fccd2456d1eb25f397.jpg,416,416
knife,81,318,23,16,35_jpg.rf.a7f272342e177be6494d5497f6d60d0c.jpg,416,416
knife,183,333,10,20,35_jpg.rf.a92220190299b42d42ddea0e53c71b0e.jpg,416,416
knife,126,8,155,302,35_jpg.rf.ec12107e90846eb6df129be8b7f8cdc1.jpg,416,416
knife,224,7,56,357,362_jpg.rf.5c9436f7419fbd5342c2432831560a90.jpg,416,416
knife,252,193,29,43,3635_jpg.rf.1d7e7b9eb68fb0a5f71d1db1e8ce867a.jpg,416,416
knife,245,192,13,105,3646_jpg.rf.27d2e3a7fe66477310d339cad787e76b.jpg,416,416
knife,241,209,14,105,3647_jpg.rf.ed4eaeda4c042c2f94b0276f32e5cef1.jpg,416,416
knife,0,116,180,92,368_jpg.rf.69eb7c7ccffbc67f16262a9c8f9c198f.jpg,416,416
knife,214,342,16,10,36_jpg.rf.00da502b9a50b6901d3b2f44f11eaf8d.jpg,416,416
knife,199,352,14,57,36_jpg.rf.05ab9c040a0255d23d260eb4a464a6c1.jpg,416,416
knife,85,115,314,192,36_jpg.rf.103787f80d41deba57fcbc0c69e9b3e7.jpg,416,416
knife,197,274,24,83,36_jpg.rf.17486a87b56230d5bc013ee661aa74a9.jpg,416,416
knife,123,0,152,355,36_jpg.rf.9d224d13333e42da63c8c18600fe9dbd.jpg,416,416
knife,115,271,133,131,36_jpg.rf.aa2d8cc28b946da8ffcc1a98ed2c7dd1.jpg,416,416
knife,160,298,14,45,36_jpg.rf.e02a799384783474c9de72a80dab134c.jpg,416,416
knife,77,349,47,66,36_jpg.rf.f27543ef5b61073b0a7fcafa9a91f7a4.jpg,416,416
knife,18,80,210,167,371_jpg.rf.3a4461c55be086f75bfcc441ce20e8d7.jpg,416,416
knife,57,90,133,135,372_jpg.rf.cd3cba8af9a825d56e7b08a98e6fd524.jpg,416,416
knife,67,80,153,147,373_jpg.rf.ea87f7a421eb542ed899ffa97ac8f2de.jpg,416,416
knife,56,69,168,165,374_jpg.rf.81b0e7dd090902415c319ec1e2bef4c4.jpg,416,416
knife,71,67,145,171,375_jpg.rf.3bfc977b14cae8a25f54974a6bcd9adb.jpg,416,416
knife,38,61,171,174,377_jpg.rf.b22840f3b2f3ae841273c2a90978fe38.jpg,416,416
knife,199,351,16,48,37_jpg.rf.0096bb919b23c8ceacd386d59d9fd067.jpg,416,416
knife,218,351,47,29,37_jpg.rf.66d7f916abc55cf0b10d3c1ade5183d2.jpg,416,416
knife,111,271,160,138,37_jpg.rf.66fb925294fd6a064385f7fc93b2176c.jpg,416,416
knife,118,3,159,349,37_jpg.rf.b1977f56b766b477e01948eb8fb889c5.jpg,416,416
knife,198,275,29,73,37_jpg.rf.d9aa38731448809a6cc957d99371ad6e.jpg,416,416
knife,192,281,34,59,38_jpg.rf.16ff2c5375866dcfab66b38a2ee0ade7.jpg,416,416
knife,34,287,248,106,38_jpg.rf.6d7142ceb0f6415aa063081b97e9e649.jpg,416,416
knife,123,5,154,338,38_jpg.rf.700beb34fc603a4d33f032480da054fc.jpg,416,416
knife,241,322,42,32,38_jpg.rf.86d5fe458fc17e3f2fbc82881b935375.jpg,416,416
knife,104,237,175,168,38_jpg.rf.a7743872b608dc468dff3637f66445a8.jpg,416,416
knife,160,301,14,44,38_jpg.rf.b91605f83cb4162aa4041c2f13ebdf72.jpg,416,416
knife,130,4,149,350,39_jpg.rf.41cdc45a476092a530b463a3e970aa77.jpg,416,416
knife,191,348,48,57,39_jpg.rf.4d035a532b14cf88d6713fba971444f6.jpg,416,416
knife,117,321,149,94,39_jpg.rf.79fff952ba58dcc3390c2161ea7a579c.jpg,416,416
knife,186,266,32,79,39_jpg.rf.a36ef98ce0f10b66032324771fa1aa0d.jpg,416,416
knife,164,135,83,115,3_jpg.rf.35b93b40ef5b2dc58f21eadbaa28a2bc.jpg,416,416
knife,91,266,21,25,3_jpg.rf.c5294aea3391b9f8c312e9afdeb286be.jpg,416,416
knife,169,21,92,367,40_jpg.rf.3633500d1b7f9bccd70f8ee70b771c64.jpg,416,416
knife,191,335,12,44,40_jpg.rf.6d8d0b9b70eb18ce4e503d591986cf0b.jpg,416,416
knife,73,97,219,282,40_jpg.rf.f7a5d8a6661b824360a815ee8f1fb2b0.jpg,416,416
knife,160,303,10,43,40_jpg.rf.fb2c63f3c7bc5b68fb6bbbf9ae08e01c.jpg,416,416
knife,108,261,170,129,41_jpg.rf.3313de3bc45f84a929f3d9ee084069de.jpg,416,416
knife,166,20,97,360,41_jpg.rf.40cac923d043622ecfa5bcac3f3ac048.jpg,416,416
knife,197,275,23,68,41_jpg.rf.5ab42e7e26f6556c059c86078eac74c2.jpg,416,416
knife,190,89,90,110,41_jpg.rf.758a220bc6023ba06bc0ed710c51d15a.jpg,416,416
knife,9,212,144,61,422_jpg.rf.ba4011f2bc7e33af37fb35991df17e67.jpg,416,416
knife,38,179,146,131,423_jpg.rf.5fa6ed59fe9821d3dd07361c397c578e.jpg,416,416
knife,15,187,190,106,424_jpg.rf.4d2c534d62c8d3c3b0b96a3a7275a7b0.jpg,416,416
knife,44,188,144,112,426_jpg.rf.1c51d8c6b296d161ff3e038ac6d7cf34.jpg,416,416
knife,88,188,104,116,427_jpg.rf.4666f500647883a2678f6f4c1d1f8f3d.jpg,416,416
knife,106,197,123,102,429_jpg.rf.3d8c56841504956b93346e45103a70a5.jpg,416,416
knife,157,301,17,42,42_jpg.rf.0731247d81ade82f71c1a07f8f39ab5d.jpg,416,416
knife,167,13,95,369,42_jpg.rf.0b30d3be9fcd9ba76749f85cd63f8a20.jpg,416,416
knife,25,164,384,144,42_jpg.rf.9d4df3e7056c4905dd925dac11e9c5f0.jpg,416,416
knife,192,268,23,73,42_jpg.rf.af5ca5b0d41ccf91656c4d761efbd9fe.jpg,416,416
